date,gold price,demand,inflation
2016-02-26,0.35428102210014967,61486000,0.8432600403490031
2016-02-27,0.35458189468568846,41893600,0.5937715146916656
2016-02-28,0.35538939207225506,53033400,0.5937715146916656
2016-02-29,0.3547264626845634,60694700,1.7565602224123955
2016-03-01,0.3536722495088116,74895800,1.8713338221401976
2016-03-02,0.3416235774815038,74955296,3.0813933210911637
2016-03-03,0.335335607435707,100484000,4.730972012589318
2016-03-04,0.32359948614926376,90856096,6.187808218856472
2016-03-05,0.3154342858675379,135384992,9.088570659480656
2016-03-06,0.32105440813778996,91212496,9.088570659480656
2016-03-07,0.32799321597497677,85762400,8.513012427137667
2016-03-08,0.3280025298083793,70311696,8.204728152329178
2016-03-09,0.33014483002684947,70012304,8.318248601915567
2016-03-10,0.32793318550541717,81022896,10.541414267428518
2016-03-11,0.3350202739332788,73969696,9.252667116126156
2016-03-12,0.32702312615225865,92712896,9.205273107176692
